Course System No.,Section,Selected Student No.,The No. of applicants,Limited class size
25.102,B,20210679,73,50
25.102,B,20210689,73,50
25.102,B,20210699,73,50
25.102,C,20130455,76,50
25.102,C,20150782,76,50
25.102,C,20170521,76,50
25.102,C,20170662,76,50
25.102,C,20180539,76,50
25.102,C,20180592,76,50
25.102,C,20180728,76,50
25.102,C,20180764,76,50
25.102,C,20200286,76,50
25.102,C,20200334,76,50
25.102,C,20200471,76,50
25.102,C,20200581,76,50
25.102,C,20200662,76,50
25.102,C,20200671,76,50
25.102,C,20210023,76,50
25.102,C,20210120,76,50
25.102,C,20210131,76,50
25.102,C,20210187,76,50
25.102,C,20210200,76,50
25.102,C,20210225,76,50
25.102,C,20210268,76,50
25.102,C,20210272,76,50
25.102,C,20210292,76,50
25.102,C,20210310,76,50
25.102,C,20210324,76,50
25.102,C,20210330,76,50
25.102,C,20210361,76,50
25.102,C,20210381,76,50
25.102,C,20210386,76,50
25.102,C,20210395,76,50
25.102,C,20210397,76,50
25.102,C,20210415,76,50
25.102,C,20210420,76,50
25.102,C,20210437,76,50
25.102,C,20210469,76,50
25.102,C,20210511,76,50
25.102,C,20210545,76,50
25.102,C,20210548,76,50
25.102,C,20210551,76,50
25.102,C,20210552,76,50
25.102,C,20210558,76,50
25.102,C,20210562,76,50
25.102,C,20210571,76,50
25.102,C,20210585,76,50
25.102,C,20210681,76,50
25.102,C,20210686,76,50
25.102,C,20210690,76,50
25.102,C,20210698,76,50
25.102,C,20210703,76,50
25.102,C,20210741,76,50
25.102,D,20140330,72,50
25.102,D,20150871,72,50
25.102,D,20170317,72,50
25.102,D,20180166,72,50
25.102,D,20180264,72,50
25.102,D,20180402,72,50
25.102,D,20180510,72,50
25.102,D,20180781,72,50
25.102,D,20190256,72,50
25.102,D,20190390,72,50
25.102,D,20210010,72,50
25.102,D,20210042,72,50
25.102,D,20210060,72,50
25.102,D,20210061,72,50
25.102,D,20210093,72,50
25.102,D,20210110,72,50
25.102,D,20210199,72,50
25.102,D,20210204,72,50
25.102,D,20210218,72,50
25.102,D,20210256,72,50
25.102,D,20210270,72,50
25.102,D,20210286,72,50
25.102,D,20210318,72,50
25.102,D,20210343,72,50
25.102,D,20210375,72,50
25.102,D,20210405,72,50
25.102,D,20210428,72,50
25.102,D,20210429,72,50
25.102,D,20210430,72,50
25.102,D,20210434,72,50
25.102,D,20210436,72,50
25.102,D,20210440,72,50
25.102,D,20210455,72,50
25.102,D,20210478,72,50
25.102,D,20210487,72,50
25.102,D,20210508,72,50
25.102,D,20210512,72,50
25.102,D,20210514,72,50
25.102,D,20210517,72,50
25.102,D,20210523,72,50
25.102,D,20210529,72,50
25.102,D,20210550,72,50
25.102,D,20210554,72,50
25.102,D,20210581,72,50
25.102,D,20210604,72,50
25.102,D,20210606,72,50
25.102,D,20210623,72,50
25.102,D,20210652,72,50
25.102,D,20210665,72,50
25.102,D,20210697,72,50
25.102,G,20122018,67,50
25.102,G,20170284,67,50
25.102,G,20170349,67,50
25.102,G,20180672,67,50
25.102,G,20190215,67,50
25.102,G,20190586,67,50
25.102,G,20200078,67,50
25.102,G,20200357,67,50
25.102,G,20210024,67,50
25.102,G,20210045,67,50
25.102,G,20210068,67,50
25.102,G,20210091,67,50
25.102,G,20210101,67,50
25.102,G,20210152,67,50
25.102,G,20210159,67,50
25.102,G,20210173,67,50
25.102,G,20210185,67,50
25.102,G,20210193,67,50
25.102,G,20210207,67,50
25.102,G,20210224,67,50
25.102,G,20210226,67,50
25.102,G,20210229,67,50
25.102,G,20210235,67,50
25.102,G,20210237,67,50
25.102,G,20210277,67,50
25.102,G,20210283,67,50
25.102,G,20210284,67,50
25.102,G,20210294,67,50
25.102,G,20210321,67,50
25.102,G,20210332,67,50
25.102,G,20210350,67,50
25.102,G,20210364,67,50
25.102,G,20210370,67,50
25.102,G,20210384,67,50
25.102,G,20210392,67,50
25.102,G,20210402,67,50
25.102,G,20210408,67,50
25.102,G,20210443,67,50
25.102,G,20210465,67,50
25.102,G,20210505,67,50
25.102,G,20210542,67,50
25.102,G,20210588,67,50
25.102,G,20210591,67,50
25.102,G,20210595,67,50
25.102,G,20210597,67,50
25.102,G,20210633,67,50
25.102,G,20210648,67,50
25.102,G,20210663,67,50
25.102,G,20210668,67,50
25.102,G,20210702,67,50
25.102,H,20140847,68,50
25.102,H,20170627,68,50
25.102,H,20180191,68,50
25.102,H,20200428,68,50
25.102,H,20200487,68,50
25.102,H,20200663,68,50
25.102,H,20200668,68,50
25.102,H,20200773,68,50
25.102,H,20210018,68,50
25.102,H,20210028,68,50
25.102,H,20210029,68,50
25.102,H,20210058,68,50
25.102,H,20210070,68,50
25.102,H,20210083,68,50
25.102,H,20210084,68,50
25.102,H,20210085,68,50
25.102,H,20210092,68,50
25.102,H,20210113,68,50
25.102,H,20210118,68,50
25.102,H,20210137,68,50
25.102,H,20210145,68,50
25.102,H,20210164,68,50
25.102,H,20210170,68,50
25.102,H,20210171,68,50
25.102,H,20210177,68,50
25.102,H,20210188,68,50
25.102,H,20210253,68,50
25.102,H,20210271,68,50
25.102,H,20210279,68,50
25.102,H,20210342,68,50
25.102,H,20210344,68,50
25.102,H,20210419,68,50
25.102,H,20210445,68,50
25.102,H,20210449,68,50
25.102,H,20210464,68,50
25.102,H,20210496,68,50
25.102,H,20210509,68,50
25.102,H,20210526,68,50
25.102,H,20210528,68,50
25.102,H,20210531,68,50
25.102,H,20210535,68,50
25.102,H,20210557,68,50
25.102,H,20210561,68,50
25.102,H,20210619,68,50
25.102,H,20210645,68,50
25.102,H,20210651,68,50
25.102,H,20210666,68,50
25.102,H,20210676,68,50
25.102,H,20210677,68,50
25.102,H,20210691,68,50
25.109,C,20160036,58,50
25.109,C,20180288,58,50
25.109,C,20180457,58,50
25.109,C,20180724,58,50
25.109,C,20180813,58,50
25.109,C,20180898,58,50
25.109,C,20180921,58,50
25.109,C,20190249,58,50
25.109,C,20190524,58,50
25.109,C,20190639,58,50
25.109,C,20200458,58,50
25.109,C,20200747,58,50
25.109,C,20200756,58,50
25.109,C,20200761,58,50
25.109,C,20200776,58,50
25.109,C,20200780,58,50
25.109,C,20200792,58,50
25.109,C,20200809,58,50
25.109,C,20200822,58,50
25.109,C,20200836,58,50
25.109,C,20210017,58,50
25.109,C,20210027,58,50
25.109,C,20210080,58,50
25.109,C,20210086,58,50
25.109,C,20210093,58,50
25.109,C,20210100,58,50
25.109,C,20210167,58,50
25.109,C,20210183,58,50
25.109,C,20210204,58,50
25.109,C,20210226,58,50
25.109,C,20210241,58,50
25.109,C,20210266,58,50
25.109,C,20210352,58,50
25.109,C,20210380,58,50
25.109,C,20210390,58,50
25.109,C,20210415,58,50
25.109,C,20210428,58,50
25.109,C,20210457,58,50
25.109,C,20210460,58,50
25.109,C,20210482,58,50
25.109,C,20210491,58,50
25.109,C,20210514,58,50
25.109,C,20210545,58,50
25.109,C,20210591,58,50
25.109,C,20210609,58,50
25.109,C,20210610,58,50
25.109,C,20210686,58,50
25.109,C,20210694,58,50
25.109,C,20210697,58,50
25.109,C,20210701,58,50
25.109,I,20170355,114,50
25.109,I,20170595,114,50
25.109,I,20180751,114,50
25.109,I,20200100,114,50
25.109,I,20200517,114,50
25.109,I,20200541,114,50
25.109,I,20210049,114,50
25.109,I,20210066,114,50
25.109,I,20210085,114,50
25.109,I,20210087,114,50
25.109,I,20210107,114,50
25.109,I,20210120,114,50
25.109,I,20210152,114,50
25.109,I,20210187,114,50
25.109,I,20210193,114,50
25.109,I,20210198,114,50
25.109,I,20210200,114,50
25.109,I,20210222,114,50
25.109,I,20210223,114,50
25.109,I,20210234,114,50
25.109,I,20210245,114,50
25.109,I,20210301,114,50
25.109,I,20210334,114,50
25.109,I,20210338,114,50
25.109,I,20210361,114,50
25.109,I,20210381,114,50
25.109,I,20210384,114,50
25.109,I,20210386,114,50
25.109,I,20210395,114,50
25.109,I,20210402,114,50
25.109,I,20210413,114,50
25.109,I,20210424,114,50
25.109,I,20210426,114,50
25.109,I,20210463,114,50
25.109,I,20210472,114,50
25.109,I,20210519,114,50
25.109,I,20210521,114,50
25.109,I,20210529,114,50
25.109,I,20210530,114,50
25.109,I,20210553,114,50
25.109,I,20210580,114,50
25.109,I,20210585,114,50
25.109,I,20210599,114,50
25.109,I,20210633,114,50
25.109,I,20210636,114,50
25.109,I,20210659,114,50
25.109,I,20210660,114,50
25.109,I,20210688,114,50
25.109,I,20210703,114,50
25.109,I,20210734,114,50
25.109,J,20170751,90,50
25.109,J,20190244,90,50
25.109,J,20190729,90,50
25.109,J,20200195,90,50
25.109,J,20200238,90,50
25.109,J,20200535,90,50
25.109,J,20200608,90,50
25.109,J,20200625,90,50
25.109,J,20200777,90,50
25.109,J,20200794,90,50
25.109,J,20200820,90,50
25.109,J,20200821,90,50
25.109,J,20210004,90,50
25.109,J,20210030,90,50
25.109,J,20210042,90,50
25.109,J,20210058,90,50
25.109,J,20210075,90,50
25.109,J,20210090,90,50
25.109,J,20210098,90,50
25.109,J,20210103,90,50
25.109,J,20210137,90,50
25.109,J,20210171,90,50
25.109,J,20210180,90,50
25.109,J,20210208,90,50
25.109,J,20210215,90,50
25.109,J,20210252,90,50
25.109,J,20210295,90,50
25.109,J,20210310,90,50
25.109,J,20210311,90,50
25.109,J,20210314,90,50
25.109,J,20210319,90,50
25.109,J,20210359,90,50
25.109,J,20210407,90,50
25.109,J,20210409,90,50
25.109,J,20210475,90,50
25.109,J,20210487,90,50
25.109,J,20210522,90,50
25.109,J,20210525,90,50
25.109,J,20210541,90,50
25.109,J,20210548,90,50
25.109,J,20210566,90,50
25.109,J,20210606,90,50
25.109,J,20210650,90,50
25.109,J,20210653,90,50
25.109,J,20210662,90,50
25.109,J,20210679,90,50
25.109,J,20210687,90,50
25.109,J,20210707,90,50
25.109,J,20210709,90,50
25.109,J,20210731,90,50
25.201,C,20140766,68,50
25.201,C,20170296,68,50
25.201,C,20170347,68,50
25.201,C,20190215,68,50
25.201,C,20190610,68,50
25.201,C,20190756,68,50
25.201,C,20200030,68,50
25.201,C,20200154,68,50
25.201,C,20200198,68,50
25.201,C,20200228,68,50
25.201,C,20200229,68,50
25.201,C,20200372,68,50
25.201,C,20200428,68,50
25.201,C,20200472,68,50
25.201,C,20200488,68,50
25.201,C,20200532,68,50
25.201,C,20200592,68,50
25.201,C,20200618,68,50
25.201,C,20200621,68,50
25.201,C,20200638,68,50
25.201,C,20200697,68,50
25.201,C,20200699,68,50
25.201,C,20200746,68,50
25.201,C,20200818,68,50
25.201,C,20200826,68,50
25.201,C,20210010,68,50
25.201,C,20210036,68,50
25.201,C,20210064,68,50
25.201,C,20210130,68,50
25.201,C,20210175,68,50
25.201,C,20210178,68,50
25.201,C,20210227,68,50
25.201,C,20210248,68,50
25.201,C,20210249,68,50
25.201,C,20210372,68,50
25.201,C,20210397,68,50
25.201,C,20210421,68,50
25.201,C,20210423,68,50
25.201,C,20210432,68,50
25.201,C,20210455,68,50
25.201,C,20210476,68,50
25.201,C,20210478,68,50
25.201,C,20210506,68,50
25.201,C,20210551,68,50
25.201,C,20210558,68,50
25.201,C,20210570,68,50
25.201,C,20210579,68,50
25.201,C,20210603,68,50
25.201,C,20210615,68,50
25.201,C,20210641,68,50
25.201,D,20170456,71,50
25.201,D,20170464,71,50
25.201,D,20170842,71,50
25.201,D,20180494,71,50
25.201,D,20190414,71,50
25.201,D,20200016,71,50
25.201,D,20200032,71,50
25.201,D,20200047,71,50
25.201,D,20200114,71,50
25.201,D,20200217,71,50
25.201,D,20200224,71,50
25.201,D,20200251,71,50
25.201,D,20200356,71,50
25.201,D,20200357,71,50
25.201,D,20200375,71,50
25.201,D,20200501,71,50
25.201,D,20200550,71,50
25.201,D,20200637,71,50
25.201,D,20200668,71,50
25.201,D,20200815,71,50
25.201,D,20200848,71,50
25.201,D,20200884,71,50
25.201,D,20210026,71,50
25.201,D,20210057,71,50
25.201,D,20210086,71,50
25.201,D,20210100,71,50
25.201,D,20210149,71,50
25.201,D,20210154,71,50
25.201,D,20210182,71,50
25.201,D,20210243,71,50
25.201,D,20210270,71,50
25.201,D,20210293,71,50
25.201,D,20210297,71,50
25.201,D,20210348,71,50
25.201,D,20210358,71,50
25.201,D,20210375,71,50
25.201,D,20210377,71,50
25.201,D,20210419,71,50
25.201,D,20210428,71,50
25.201,D,20210429,71,50
25.201,D,20210444,71,50
25.201,D,20210447,71,50
25.201,D,20210452,71,50
25.201,D,20210479,71,50
25.201,D,20210524,71,50
25.201,D,20210601,71,50
25.201,D,20210620,71,50
25.201,D,20210634,71,50
25.201,D,20210692,71,50
25.201,D,20210727,71,50
25.201,E,20110628,51,50
25.201,E,20150607,51,50
25.201,E,20160216,51,50
25.201,E,20160437,51,50
25.201,E,20160824,51,50
25.201,E,20170182,51,50
25.201,E,20170224,51,50
25.201,E,20180707,51,50
25.201,E,20190748,51,50
25.201,E,20200003,51,50
25.201,E,20200071,51,50
25.201,E,20200075,51,50
25.201,E,20200077,51,50
25.201,E,20200079,51,50
25.201,E,20200227,51,50
25.201,E,20200249,51,50
25.201,E,20200337,51,50
25.201,E,20200354,51,50
25.201,E,20200358,51,50
25.201,E,20200381,51,50
25.201,E,20200447,51,50
25.201,E,20200547,51,50
25.201,E,20200594,51,50
25.201,E,20200602,51,50
25.201,E,20200652,51,50
25.201,E,20200667,51,50
25.201,E,20200847,51,50
25.201,E,20200850,51,50
25.201,E,20200864,51,50
25.201,E,20210004,51,50
25.201,E,20210013,51,50
25.201,E,20210050,51,50
25.201,E,20210079,51,50
25.201,E,20210091,51,50
25.201,E,20210109,51,50
25.201,E,20210112,51,50
25.201,E,20210173,51,50
25.201,E,20210179,51,50
25.201,E,20210278,51,50
25.201,E,20210351,51,50
25.201,E,20210359,51,50
25.201,E,20210371,51,50
25.201,E,20210396,51,50
25.201,E,20210445,51,50
25.201,E,20210466,51,50
25.201,E,20210477,51,50
25.201,E,20210527,51,50
25.201,E,20210544,51,50
25.201,E,20210572,51,50
25.201,E,20210631,51,50
25.201,F,20170355,60,50
25.201,F,20180080,60,50
25.201,F,20180180,60,50
25.201,F,20180294,60,50
25.201,F,20190067,60,50
25.201,F,20190183,60,50
25.201,F,20190233,60,50
25.201,F,20190867,60,50
25.201,F,20200042,60,50
25.201,F,20200045,60,50
25.201,F,20200148,60,50
25.201,F,20200165,60,50
25.201,F,20200253,60,50
25.201,F,20200259,60,50
25.201,F,20200261,60,50
25.201,F,20200362,60,50
25.201,F,20200424,60,50
25.201,F,20200452,60,50
25.201,F,20200514,60,50
25.201,F,20200517,60,50
25.201,F,20200562,60,50
25.201,F,20200763,60,50
25.201,F,20200785,60,50
25.201,F,20200793,60,50
25.201,F,20200827,60,50
25.201,F,20200832,60,50
25.201,F,20200834,60,50
25.201,F,20200837,60,50
25.201,F,20210011,60,50
25.201,F,20210019,60,50
25.201,F,20210070,60,50
25.201,F,20210084,60,50
25.201,F,20210108,60,50
25.201,F,20210202,60,50
25.201,F,20210211,60,50
25.201,F,20210233,60,50
25.201,F,20210247,60,50
25.201,F,20210259,60,50
25.201,F,20210271,60,50
25.201,F,20210299,60,50
25.201,F,20210320,60,50
25.201,F,20210350,60,50
25.201,F,20210438,60,50
25.201,F,20210497,60,50
25.201,F,20210583,60,50
25.201,F,20210643,60,50
25.201,F,20210648,60,50
25.201,F,20210668,60,50
25.201,F,20210702,60,50
25.201,F,20210730,60,50
31.342, ,20140214,41,20
31.342, ,20140256,41,20
31.342, ,20160553,41,20
31.342, ,20160705,41,20
31.342, ,20170092,41,20
31.342, ,20170462,41,20
31.342, ,20170561,41,20
31.342, ,20170602,41,20
31.342, ,20170607,41,20
31.342, ,20180138,41,20
31.342, ,20180657,41,20
31.342, ,20180878,41,20
31.342, ,20190102,41,20
31.342, ,20190259,41,20
31.342, ,20190354,41,20
31.342, ,20190492,41,20
31.342, ,20190496,41,20
31.342, ,20190505,41,20
31.342, ,20190552,41,20
31.342, ,20200849,41,20
32.211, ,20160509,51,20
32.211, ,20180209,51,20
32.211, ,20180528,51,20
32.211, ,20190017,51,20
32.211, ,20190134,51,20
32.211, ,20190235,51,20
32.211, ,20190438,51,20
32.211, ,20190534,51,20
32.211, ,20200010,51,20
32.211, ,20200066,51,20
32.211, ,20200155,51,20
32.211, ,20200216,51,20
32.211, ,20200605,51,20
32.211, ,20200612,51,20
32.211, ,20200645,51,20
32.211, ,20200648,51,20
32.211, ,20200689,51,20
32.211, ,20210450,51,20
32.211, ,20210693,51,20
32.211, ,20216106,51,20
32.213, ,20150157,32,30
32.213, ,20160509,32,30
32.213, ,20180528,32,30
32.213, ,20180850,32,30
32.213, ,20190134,32,30
32.213, ,20190235,32,30
32.213, ,20190283,32,30
32.213, ,20190393,32,30
32.213, ,20190441,32,30
32.213, ,20190493,32,30
32.213, ,20190677,32,30
32.213, ,20190761,32,30
32.213, ,20190779,32,30
32.213, ,20200059,32,30
32.213, ,20200167,32,30
32.213, ,20200216,32,30
32.213, ,20200237,32,30
32.213, ,20200260,32,30
32.213, ,20200289,32,30
32.213, ,20200379,32,30
32.213, ,20200390,32,30
32.213, ,20200507,32,30
32.213, ,20200529,32,30
32.213, ,20200552,32,30
32.213, ,20200612,32,30
32.213, ,20200648,32,30
32.213, ,20200689,32,30
32.213, ,20200767,32,30
32.213, ,20200775,32,30
32.213, ,20210192,32,30
32.221, ,20150560,26,25
32.221, ,20180034,26,25
32.221, ,20180122,26,25
32.221, ,20180143,26,25
32.221, ,20180221,26,25
32.221, ,20180478,26,25
32.221, ,20180528,26,25
32.221, ,20180595,26,25
32.221, ,20180731,26,25
32.221, ,20180744,26,25
32.221, ,20180939,26,25
32.221, ,20180953,26,25
32.221, ,20190264,26,25
32.221, ,20190393,26,25
32.221, ,20190677,26,25
32.221, ,20190699,26,25
32.221, ,20190781,26,25
32.221, ,20190835,26,25
32.221, ,20200059,26,25
32.221, ,20200237,26,25
32.221, ,20200271,26,25
32.221, ,20200379,26,25
32.221, ,20200390,26,25
32.221, ,20200437,26,25
32.221, ,20200721,26,25
32.314, ,20170094,24,20
32.314, ,20180685,24,20
32.314, ,20180738,24,20
32.314, ,20180740,24,20
32.314, ,20180744,24,20
32.314, ,20180939,24,20
32.314, ,20180940,24,20
32.314, ,20190030,24,20
32.314, ,20190182,24,20
32.314, ,20190438,24,20
32.314, ,20190699,24,20
32.314, ,20190711,24,20
32.314, ,20190712,24,20
32.314, ,20190726,24,20
32.314, ,20190781,24,20
32.314, ,20200237,24,20
32.314, ,20200320,24,20
32.314, ,20200437,24,20
32.314, ,20200786,24,20
32.314, ,20210547,24,20
32.43,A,20130580,23,16
32.43,A,20180290,23,16
32.43,A,20180543,23,16
32.43,A,20190432,23,16
32.43,A,20190484,23,16
32.43,A,20190493,23,16
32.43,A,20190652,23,16
32.43,A,20190656,23,16
32.43,A,20190686,23,16
32.43,A,20200212,23,16
32.43,A,20200459,23,16
32.43,A,20200722,23,16
32.43,A,20204253,23,16
32.43,A,20213661,23,16
32.43,A,20214296,23,16
32.43,A,20214401,23,16
32.43,B,20150459,46,40
32.43,B,20150695,46,40
32.43,B,20150782,46,40
32.43,B,20160272,46,40
32.43,B,20160334,46,40
32.43,B,20160621,46,40
32.43,B,20170245,46,40
32.43,B,20170312,46,40
32.43,B,20170317,46,40
32.43,B,20170448,46,40
32.43,B,20170645,46,40
32.43,B,20170856,46,40
32.43,B,20180070,46,40
32.43,B,20180209,46,40
32.43,B,20180232,46,40
32.43,B,20180256,46,40
32.43,B,20180916,46,40
32.43,B,20190264,46,40
32.43,B,20190761,46,40
32.43,B,20190801,46,40
32.43,B,20190865,46,40
32.43,B,20195509,46,40
32.43,B,20200059,46,40
32.43,B,20200883,46,40
32.43,B,20203160,46,40
32.43,B,20203270,46,40
32.43,B,20204275,46,40
32.43,B,20205248,46,40
32.43,B,20213032,46,40
32.43,B,20213171,46,40
32.43,B,20213531,46,40
32.43,B,20213578,46,40
32.43,B,20213579,46,40
32.43,B,20214251,46,40
32.43,B,20214382,46,40
32.43,B,20214507,46,40
32.43,B,20214510,46,40
32.43,B,20215142,46,40
32.43,B,20215219,46,40
32.43,B,20215348,46,40
34.211,B,20170309,83,40
34.211,B,20170475,83,40
34.211,B,20170544,83,40
34.211,B,20180415,83,40
34.211,B,20180623,83,40
34.211,B,20180827,83,40
34.211,B,20190381,83,40
34.211,B,20200087,83,40
34.211,B,20200125,83,40
34.211,B,20200222,83,40
34.211,B,20200271,83,40
34.211,B,20200306,83,40
34.211,B,20200358,83,40
34.211,B,20200558,83,40
34.211,B,20200608,83,40
34.211,B,20200613,83,40
34.211,B,20200661,83,40
34.211,B,20210020,83,40
34.211,B,20210034,83,40
34.211,B,20210109,83,40
34.211,B,20210113,83,40
34.211,B,20210126,83,40
34.211,B,20210134,83,40
34.211,B,20210150,83,40
34.211,B,20210165,83,40
34.211,B,20210181,83,40
34.211,B,20210226,83,40
34.211,B,20210243,83,40
34.211,B,20210314,83,40
34.211,B,20210318,83,40
34.211,B,20210336,83,40
34.211,B,20210436,83,40
34.211,B,20210453,83,40
34.211,B,20210548,83,40
34.211,B,20210590,83,40
34.211,B,20210594,83,40
34.211,B,20210610,83,40
34.211,B,20210620,83,40
34.211,B,20210695,83,40
34.211,B,20210701,83,40
34.213, ,20150452,75,40
34.213, ,20160727,75,40
34.213, ,20170659,75,40
34.213, ,20180438,75,40
34.213, ,20180536,75,40
34.213, ,20180561,75,40
34.213, ,20180866,75,40
34.213, ,20190025,75,40
34.213, ,20190119,75,40
34.213, ,20190130,75,40
34.213, ,20190142,75,40
34.213, ,20190166,75,40
34.213, ,20190192,75,40
34.213, ,20190198,75,40
34.213, ,20190305,75,40
34.213, ,20190368,75,40
34.213, ,20190454,75,40
34.213, ,20190550,75,40
34.213, ,20190588,75,40
34.213, ,20190611,75,40
34.213, ,20190660,75,40
34.213, ,20190672,75,40
34.213, ,20190752,75,40
34.213, ,20190854,75,40
34.213, ,20200087,75,40
34.213, ,20200090,75,40
34.213, ,20200161,75,40
34.213, ,20200440,75,40
34.213, ,20200524,75,40
34.213, ,20200545,75,40
34.213, ,20200558,75,40
34.213, ,20200562,75,40
34.213, ,20200594,75,40
34.213, ,20200703,75,40
34.213, ,20210134,75,40
34.213, ,20210218,75,40
34.213, ,20210267,75,40
34.213, ,20210293,75,40
34.213, ,20210434,75,40
34.213, ,20210559,75,40
34.31, ,20150063,67,60
34.31, ,20150862,67,60
34.31, ,20160082,67,60
34.31, ,20160207,67,60
34.31, ,20170105,67,60
34.31, ,20170291,67,60
34.31, ,20170382,67,60
34.31, ,20170384,67,60
34.31, ,20170524,67,60
34.31, ,20180166,67,60
34.31, ,20180317,67,60
34.31, ,20180388,67,60
34.31, ,20180448,67,60
34.31, ,20180536,67,60
34.31, ,20180547,67,60
34.31, ,20180609,67,60
34.31, ,20180728,67,60
34.31, ,20180796,67,60
34.31, ,20190018,67,60
34.31, ,20190055,67,60
34.31, ,20190070,67,60
34.31, ,20190210,67,60
34.31, ,20190305,67,60
34.31, ,20190336,67,60
34.31, ,20190351,67,60
34.31, ,20190368,67,60
34.31, ,20190372,67,60
34.31, ,20190380,67,60
34.31, ,20190386,67,60
34.31, ,20190404,67,60
34.31, ,20190413,67,60
34.31, ,20190429,67,60
34.31, ,20190441,67,60
34.31, ,20190524,67,60
34.31, ,20190577,67,60
34.31, ,20190578,67,60
34.31, ,20190588,67,60
34.31, ,20190634,67,60
34.31, ,20190663,67,60
34.31, ,20190730,67,60
34.31, ,20190748,67,60
34.31, ,20190766,67,60
34.31, ,20190796,67,60
34.31, ,20190808,67,60
34.31, ,20190825,67,60
34.31, ,20190855,67,60
34.31, ,20200082,67,60
34.31, ,20200134,67,60
34.31, ,20200243,67,60
34.31, ,20200440,67,60
34.31, ,20200446,67,60
34.31, ,20200469,67,60
34.31, ,20200598,67,60
34.31, ,20200604,67,60
34.31, ,20200703,67,60
34.31, ,20200781,67,60
34.31, ,20200792,67,60
34.31, ,20200839,67,60
34.31, ,20200866,67,60
34.31, ,20210248,67,60
34.322, ,20150176,71,50
34.322, ,20150537,71,50
34.322, ,20150784,71,50
34.322, ,20160082,71,50
34.322, ,20160366,71,50
34.322, ,20160676,71,50
34.322, ,20160824,71,50
34.322, ,20170368,71,50
34.322, ,20170382,71,50
34.322, ,20170578,71,50
34.322, ,20170652,71,50
34.322, ,20170659,71,50
34.322, ,20180006,71,50
34.322, ,20180032,71,50
34.322, ,20180132,71,50
34.322, ,20180288,71,50
34.322, ,20180311,71,50
34.322, ,20180585,71,50
34.322, ,20180817,71,50
34.322, ,20180819,71,50
34.322, ,20180866,71,50
34.322, ,20180949,71,50
34.322, ,20190018,71,50
34.322, ,20190119,71,50
34.322, ,20190210,71,50
34.322, ,20190340,71,50
34.322, ,20190372,71,50
34.322, ,20190380,71,50
34.322, ,20190386,71,50
34.322, ,20190398,71,50
34.322, ,20190413,71,50
34.322, ,20190453,71,50
34.322, ,20190550,71,50
34.322, ,20190577,71,50
34.322, ,20190578,71,50
34.322, ,20190634,71,50
34.322, ,20190652,71,50
34.322, ,20190660,71,50
34.322, ,20190663,71,50
34.322, ,20190766,71,50
34.322, ,20190808,71,50
34.322, ,20190817,71,50
34.322, ,20190825,71,50
34.322, ,20190855,71,50
34.322, ,20200082,71,50
34.322, ,20200243,71,50
34.322, ,20200302,71,50
34.322, ,20200440,71,50
34.322, ,20200594,71,50
34.322, ,20200703,71,50
34.513, ,20170143,36,30
34.513, ,20170244,36,30
34.513, ,20170384,36,30
34.513, ,20203689,36,30
34.513, ,20205474,36,30
34.513, ,20205579,36,30
34.513, ,20213089,36,30
34.513, ,20213107,36,30
34.513, ,20213124,36,30
34.513, ,20213244,36,30
34.513, ,20213319,36,30
34.513, ,20213326,36,30
34.513, ,20213327,36,30
34.513, ,20213491,36,30
34.513, ,20213514,36,30
34.513, ,20213631,36,30
34.513, ,20213693,36,30
34.513, ,20214405,36,30
34.513, ,20214578,36,30
34.513, ,20214581,36,30
34.513, ,20214586,36,30
34.513, ,20214821,36,30
34.513, ,20215445,36,30
34.513, ,20215454,36,30
34.513, ,20215502,36,30
34.513, ,20215512,36,30
34.513, ,20215520,36,30
34.513, ,20215558,36,30
34.513, ,20215615,36,30
34.513, ,20217092,36,30
34.696, ,20203187,73,60
34.696, ,20203222,73,60
34.696, ,20203287,73,60
34.696, ,20203682,73,60
34.696, ,20204249,73,60
34.696, ,20204308,73,60
34.696, ,20204401,73,60
34.696, ,20204434,73,60
34.696, ,20204470,73,60
34.696, ,20205177,73,60
34.696, ,20205530,73,60
34.696, ,20205532,73,60
34.696, ,20205612,73,60
34.696, ,20208057,73,60
34.696, ,20208075,73,60
34.696, ,20213018,73,60
34.696, ,20213020,73,60
34.696, ,20213042,73,60
34.696, ,20213076,73,60
34.696, ,20213090,73,60
34.696, ,20213117,73,60
34.696, ,20213124,73,60
34.696, ,20213140,73,60
34.696, ,20213240,73,60
34.696, ,20213277,73,60
34.696, ,20213284,73,60
34.696, ,20213304,73,60
34.696, ,20213324,73,60
34.696, ,20213377,73,60
34.696, ,20213381,73,60
34.696, ,20213382,73,60
34.696, ,20213401,73,60
34.696, ,20213443,73,60
34.696, ,20213445,73,60
34.696, ,20213497,73,60
34.696, ,20213514,73,60
34.696, ,20213528,73,60
34.696, ,20213572,73,60
34.696, ,20213573,73,60
34.696, ,20213575,73,60
34.696, ,20213577,73,60
34.696, ,20213587,73,60
34.696, ,20213591,73,60
34.696, ,20213643,73,60
34.696, ,20214175,73,60
34.696, ,20214253,73,60
34.696, ,20214387,73,60
34.696, ,20214523,73,60
34.696, ,20214565,73,60
34.696, ,20214628,73,60
34.696, ,20215002,73,60
34.696, ,20215120,73,60
34.696, ,20215269,73,60
